,Name,ID,State,Network,County,Elevation_feet,Latitude,Longitude
344,Vidal_Junction_(P623),vdj,CA,NOAA_HMT,San_Bernardino,879,34.19,-114.6
345,Visalia,vis,CA,NOAA_HMT,Tulare,266,36.31,-119.39
346,VNDP_SCGN_(VNDP),vnd,CA,NOAA_HMT,Santa_Barbara,-36,34.56,-120.62
347,Wasco_Airport_(P445),wca,OR,NOAA_HMT,Sherman,1430,45.59,-120.67
348,Weaverville,wvv,CA,NOAA_HMT,Trinity,2136,40.68,-122.83
349,Whetstone,wse,AZ,NOAA_HMT,Cochise,4219,31.69,-110.28
350,Whiteman_Airport_Pacomia,wap,CA,NOAA_HMT,Los_Angeles,984,34.26,-118.41
351,Wild_Creek_(P306),wcc,CA,NOAA_HMT,Stanislaus,371,37.8,-120.64
352,Willits,wls,CA,NOAA_HMT,Mendocino,1949,39.35,-123.32
353,Windsor_-_East,wne,CA,NOAA_HMT,Sonoma,299,38.57,-122.78
354,Wonderland_(P349),wdl,CA,NOAA_HMT,Shasta,902,40.73,-122.32
355,Wrights_Point_(P392),wrp,OR,NOAA_HMT,Harney,4364,43.45,-119.0
356,Addison,ADDI,NY,NYSMesonet,Steuben,1665,42.04,-77.237
357,Andes,ANDE,NY,NYSMesonet,Delaware,1700,42.182,-74.801
358,Ballston_Spa,BSPA,NY,NYSMesonet,Saratoga,395,43.023,-73.875
359,Batavia,BATA,NY,NYSMesonet,Genesee,906,43.02,-78.136
360,Beacon,BEAC,NY,NYSMesonet,Dutchess,296,41.529,-73.945
361,Belden,BELD,NY,NYSMesonet,Broome,1543,42.223,-75.669
362,Belleville,BELL,NY,NYSMesonet,Jefferson,475,43.79,-76.114
363,Belmont,BELM,NY,NYSMesonet,Allegany,1370,42.242,-78.04
364,Berkshire,BERK,NY,NYSMesonet,Tioga,1291,42.32,-76.203
365,Binghamton,BING,NY,NYSMesonet,Broome,1753,42.058,-75.951
366,Brant,BRAN,NY,NYSMesonet,Erie,717,42.595,-79.022
367,Brewster,BREW,NY,NYSMesonet,Putnam,608,41.44,-73.577
368,Brockport,BROC,NY,NYSMesonet,Monroe,563,43.208,-77.966
369,Bronx,BRON,NY,NYSMesonet,Bronx,189,40.872,-73.894
370,Brookfield,BROO,NY,NYSMesonet,Madison,1657,42.796,-75.299
371,Brooklyn,BKLN,NY,NYSMesonet,Kings,109,40.632,-73.954
372,Buffalo,BUFF,NY,NYSMesonet,Erie,589,43.0,-78.767
373,Burdett,BURD,NY,NYSMesonet,Schuyler,1863,42.41,-76.772
374,Burt,BURT,NY,NYSMesonet,Niagara,315,43.317,-78.749
375,Camden,CAMD,NY,NYSMesonet,Oneida,493,43.34,-75.743
376,Cape_Vincent,CAPE,NY,NYSMesonet,Jefferson,275,44.105,-76.327
377,Central_Square,CSQR,NY,NYSMesonet,Oswego,453,43.326,-76.104
378,Chazy,CHAZ,NY,NYSMesonet,Clinton,186,44.896,-73.465
379,Chestertown,CHES,NY,NYSMesonet,Warren,1089,43.654,-73.777
380,Cincinnatus,CINC,NY,NYSMesonet,Cortland,1391,42.522,-75.976
381,Claryville,CLAR,NY,NYSMesonet,Ulster,1915,41.979,-74.517
382,Clifton_Springs,CLIF,NY,NYSMesonet,Ontario,628,43.015,-77.185
383,Clymer,CLYM,NY,NYSMesonet,Chautauqua,1477,42.024,-79.624
384,Cobleskill,COBL,NY,NYSMesonet,Schoharie,1076,42.676,-74.508
385,Cohocton,COHO,NY,NYSMesonet,Steuben,1966,42.512,-77.438
386,Cold_Brook,COLD,NY,NYSMesonet,Herkimer,1422,43.261,-74.979
387,Copake,COPA,NY,NYSMesonet,Columbia,685,42.137,-73.52
388,Copenhagen,COPE,NY,NYSMesonet,Lewis,817,43.921,-75.608
389,Croghan,CROG,NY,NYSMesonet,Lewis,1375,43.975,-75.201
390,Delevan,DELE,NY,NYSMesonet,Cattaraugus,2042,42.418,-78.423
391,Deposit,DEPO,NY,NYSMesonet,Delaware,1023,42.069,-75.392
392,Dover_Plains,DOVE,NY,NYSMesonet,Dutchess,423,41.774,-73.575
393,Duanesburg,DUAN,NY,NYSMesonet,Schenectady,1369,42.803,-74.174
394,East_Aurora,EAUR,NY,NYSMesonet,Erie,1237,42.713,-78.632
395,Edinburg,EDIN,NY,NYSMesonet,Saratoga,1065,43.228,-74.113
396,Edwards,EDWA,NY,NYSMesonet,St._Lawrence,682,44.322,-75.244
397,Eldred,ELDR,NY,NYSMesonet,Sullivan,1140,41.54,-74.88
398,Ellenburg,ELLE,NY,NYSMesonet,Clinton,977,44.896,-73.845
399,Elmira,ELMI,NY,NYSMesonet,Chemung,1091,42.113,-76.837
400,Essex,ESSX,NY,NYSMesonet,Essex,182,44.314,-73.372
401,Fayetteville,FAYE,NY,NYSMesonet,Onondaga,588,43.054,-75.99
402,Fredonia,FRED,NY,NYSMesonet,Chautauqua,783,42.418,-79.367
403,Gabriels,GABR,NY,NYSMesonet,Franklin,1758,44.417,-74.179
404,Glenfield,GFLD,NY,NYSMesonet,Lewis,838,43.717,-75.409
405,Glens_Falls,GFAL,NY,NYSMesonet,Warren,324,43.341,-73.602
406,Groton,GROT,NY,NYSMesonet,Tompkins,1287,42.549,-76.375
407,Grove,GROV,NY,NYSMesonet,Allegany,2000,42.49,-77.949
408,Hammond,HAMM,NY,NYSMesonet,St._Lawrence,367,44.513,-75.617
409,Harpersfield,HARP,NY,NYSMesonet,Delaware,1706,42.473,-74.698
410,Harrisburg,HARR,NY,NYSMesonet,Lewis,1623,43.804,-75.689
411,Hartsville,HART,NY,NYSMesonet,Steuben,2394,42.211,-77.69
412,Herkimer,HERK,NY,NYSMesonet,Herkimer,714,43.037,-75.01
413,High_Falls,HFAL,NY,NYSMesonet,Ulster,634,41.799,-74.123
414,Indian_Lake,ILAK,NY,NYSMesonet,Hamilton,1621,43.791,-74.239
415,Johnstown,JOHN,NY,NYSMesonet,Montgomery,745,42.984,-74.302
416,Jordan,JORD,NY,NYSMesonet,Onondaga,403,43.07,-76.47
417,Kinderhook,KIND,NY,NYSMesonet,Columbia,238,42.41,-73.716
418,Laurens,LAUR,NY,NYSMesonet,Otsego,1627,42.525,-75.137
419,Louisville,LOUI,NY,NYSMesonet,St._Lawrence,279,44.872,-75.056
420,Malone,MALO,NY,NYSMesonet,Franklin,775,44.853,-74.329
421,Manhattan,MANH,NY,NYSMesonet,New_York,311,40.768,-73.964
422,Medina,MEDI,NY,NYSMesonet,Orleans,533,43.227,-78.309
423,Medusa,MEDU,NY,NYSMesonet,Albany,1247,42.469,-74.166
424,Morrisville,MORR,NY,NYSMesonet,Madison,1251,42.884,-75.642
425,Newcomb,NEWC,NY,NYSMesonet,Essex,1645,43.973,-74.223
426,North_Branch,NBRA,NY,NYSMesonet,Sullivan,1497,41.828,-74.997
427,North_Hudson,NHUD,NY,NYSMesonet,Essex,981,44.013,-73.705
428,Old_Forge,OLDF,NY,NYSMesonet,Herkimer,1753,43.742,-74.978
429,Olean,OLEA,NY,NYSMesonet,Cattaraugus,1500,42.091,-78.407
430,Ontario,ONTA,NY,NYSMesonet,Wayne,328,43.259,-77.373
431,Oppenheim,OPPE,NY,NYSMesonet,Fulton,1181,43.063,-74.665
432,Osceola,OSCE,NY,NYSMesonet,Lewis,1093,43.499,-75.712
433,Oswego,OSWE,NY,NYSMesonet,Oswego,308,43.443,-76.553
434,Otisville,OTIS,NY,NYSMesonet,Orange,778,41.482,-74.504
435,Owego,OWEG,NY,NYSMesonet,Tioga,1469,42.026,-76.255
436,Penn_Yan,PENN,NY,NYSMesonet,Yates,822,42.656,-76.987
437,Philadelphia,PHIL,NY,NYSMesonet,Jefferson,430,44.194,-75.716
438,Piseco,PISE,NY,NYSMesonet,Hamilton,1759,43.465,-74.504
439,Potsdam,POTS,NY,NYSMesonet,St._Lawrence,422,44.657,-74.974
440,Queens,QUEE,NY,NYSMesonet,Queens,179,40.734,-73.816
441,Randolph,RAND,NY,NYSMesonet,Cattaraugus,1473,42.149,-78.901
442,Raquette_Lake,RAQU,NY,NYSMesonet,Hamilton,1771,43.823,-74.625
443,Red_Hook,REDH,NY,NYSMesonet,Dutchess,213,42.002,-73.884
444,Redfield,REDF,NY,NYSMesonet,Oswego,1248,43.622,-75.878
445,Roxbury,ROXB,NY,NYSMesonet,Delaware,1880,42.33,-74.467
446,Rush,RUSH,NY,NYSMesonet,Monroe,593,43.001,-77.637
447,Saranac,SARA,NY,NYSMesonet,Clinton,1029,44.708,-73.671
448,Schaghticoke,SCHA,NY,NYSMesonet,Rensselaer,323,42.897,-73.614
449,Schodack,SCHO,NY,NYSMesonet,Rensselaer,344,42.506,-73.686
450,Schuylerville,SCHU,NY,NYSMesonet,Saratoga,103,43.117,-73.578
451,Scipio_Center,SCIP,NY,NYSMesonet,Cayuga,1297,42.756,-76.534
452,Sherburne,SHER,NY,NYSMesonet,Chenango,1157,42.64,-75.483
453,Somers,SOME,NY,NYSMesonet,Westchester,607,41.31,-73.767
454,South_Bristol,SBRI,NY,NYSMesonet,Ontario,1147,42.752,-77.359
455,Southold,SOUT,NY,NYSMesonet,Suffolk,29,41.04,-72.466
456,Sprakers,SPRA,NY,NYSMesonet,Montgomery,656,42.87,-74.51
457,Springfield,SPRI,NY,NYSMesonet,Otsego,1478,42.843,-74.89
458,Staten_Island,STAT,NY,NYSMesonet,Richmond,109,40.604,-74.148
459,Stephentown,STEP,NY,NYSMesonet,Rensselaer,951,42.526,-73.359
460,Stony_Brook,STON,NY,NYSMesonet,Suffolk,144,40.919,-73.132
461,Suffern,SUFF,NY,NYSMesonet,Rockland,584,41.13,-74.09
462,Tannersville,TANN,NY,NYSMesonet,Greene,2334,42.171,-74.113
463,Ticonderoga,TICO,NY,NYSMesonet,Essex,274,43.875,-73.419
464,Tully,TULL,NY,NYSMesonet,Onondaga,1241,42.795,-76.116
465,Tupper_Lake,TUPP,NY,NYSMesonet,Franklin,1650,44.221,-74.438
466,Tyrone,TYRO,NY,NYSMesonet,Schuyler,1204,42.406,-77.054
467,Voorheesville,VOOR,NY,NYSMesonet,Albany,378,42.652,-73.976
468,Wallkill,WALL,NY,NYSMesonet,Ulster,354,41.634,-74.154
469,Walton,WALT,NY,NYSMesonet,Delaware,1837,42.24,-75.179
470,Wantagh,WANT,NY,NYSMesonet,Nassau,28,40.655,-73.506
471,Warsaw,WARS,NY,NYSMesonet,Wyoming,1774,42.78,-78.209
472,Warwick,WARW,NY,NYSMesonet,Orange,539,41.24,-74.391
473,Waterloo,WATE,NY,NYSMesonet,Seneca,478,42.88,-76.813
474,Wellesley_Island,WELL,NY,NYSMesonet,Jefferson,285,44.308,-76.009
475,Westmoreland,WEST,NY,NYSMesonet,Oneida,655,43.106,-75.461
476,Whiteface_Mountain_Base,WFMB,NY,NYSMesonet,Essex,2016,44.393,-73.859
477,Whitehall,WHIT,NY,NYSMesonet,Washington,120,43.485,-73.423
478,Wolcott,WOLC,NY,NYSMesonet,Wayne,398,43.229,-76.843
479,Woodbourne,WBOU,NY,NYSMesonet,Sullivan,1421,41.745,-74.588
480,Woodgate,WGAT,NY,NYSMesonet,Oneida,1453,43.532,-75.159
481,York,YORK,NY,NYSMesonet,Livingston,584,42.855,-77.848
482,ACME,110,OK,OKM,Grady,397,34.81,-98.02
483,ADAX,1,OK,OKM,Pontotoc,295,34.8,-96.67
484,ALTU,2,OK,OKM,Jackson,416,34.59,-99.34
485,ALV2,116,OK,OKM,Woods,439,36.71,-98.71
486,ALVA,3,OK,OKM,Woods,450,36.78,-98.67
487,ANT2,135,OK,OKM,Pushmataha,172,34.25,-95.67
488,ANTL,4,OK,OKM,Pushmataha,179,34.22,-95.7
489,APAC,111,OK,OKM,Caddo,440,34.91,-98.29
490,ARD2,126,OK,OKM,Carter,266,34.19,-97.09
491,ARDM,5,OK,OKM,Carter,266,34.19,-97.09
492,ARNE,6,OK,OKM,Ellis,719,36.07,-99.9
493,BBOW,7,OK,OKM,McCurtain,113,34.01,-94.61
494,BEAV,8,OK,OKM,Beaver,758,36.8,-100.53
495,BEEX,119,OK,OKM,Johnston,196,34.19,-96.64
496,BESS,9,OK,OKM,Washita,511,35.4,-99.06
497,BIXB,10,OK,OKM,Tulsa,184,35.96,-95.87
498,BLAC,11,OK,OKM,Kay,304,36.75,-97.25
499,BOIS,12,OK,OKM,Cimarron,1267,36.69,-102.5
500,BOWL,13,OK,OKM,Seminole,281,35.17,-96.63
501,BREC,14,OK,OKM,Garfield,352,36.41,-97.69
502,BRIS,15,OK,OKM,Creek,239,35.78,-96.35
503,BROK,124,OK,OKM,McCurtain,113,34.04,-94.62
504,BUFF,16,OK,OKM,Harper,559,36.83,-99.64
505,BURB,17,OK,OKM,Osage,301,36.63,-96.81
506,BURN,18,OK,OKM,Love,228,33.89,-97.27
507,BUTL,19,OK,OKM,Custer,520,35.59,-99.27
508,BYAR,20,OK,OKM,Garvin,345,34.85,-97.0
509,CALV,21,OK,OKM,Hughes,234,34.99,-96.33
510,CAMA,22,OK,OKM,Dewey,589,36.03,-99.35
511,CARL,131,OK,OKM,Payne,293,36.15,-97.29
512,CATO,112,OK,OKM,Rogers,232,36.26,-95.76
513,CENT,23,OK,OKM,Coal,208,34.61,-96.33
514,CHAN,24,OK,OKM,Lincoln,291,35.65,-96.8
515,CHER,25,OK,OKM,Alfalfa,362,36.75,-98.36
516,CHEY,26,OK,OKM,Roger_Mills,694,35.55,-99.73
517,CHIC,27,OK,OKM,Grady,328,35.03,-97.91
518,CLAR,28,OK,OKM,Rogers,213,36.32,-95.64
519,CLAY,29,OK,OKM,Pushmataha,186,34.66,-95.33
520,CLOU,30,OK,OKM,Pushmataha,221,34.22,-95.25
521,CLRM,122,OK,OKM,Rogers,207,36.32,-95.65
522,COOK,31,OK,OKM,Cherokee,299,35.68,-94.85
523,COPA,32,OK,OKM,Washington,250,36.91,-95.89
524,DURA,33,OK,OKM,Bryan,197,33.92,-96.32
525,ELKC,139,OK,OKM,Beckham,584,35.33,-99.39
526,ELRE,34,OK,OKM,Canadian,419,35.55,-98.04
527,ERIC,35,OK,OKM,Beckham,603,35.2,-99.8
528,EUFA,36,OK,OKM,McIntosh,200,35.3,-95.66
529,EVAX,141,OK,OKM,Texas,1065,36.92,-101.78
530,FAIR,37,OK,OKM,Major,405,36.26,-98.5
531,FITT,127,OK,OKM,Pontotoc,350,34.55,-96.72
532,FORA,38,OK,OKM,Osage,330,36.84,-96.43
533,FREE,39,OK,OKM,Woodward,530,36.73,-99.14
534,FTCB,40,OK,OKM,Caddo,422,35.15,-98.47
535,GOOD,41,OK,OKM,Texas,997,36.6,-101.6
536,GRA2,117,OK,OKM,Tillman,341,34.24,-98.74
537,GRAN,42,OK,OKM,Tillman,342,34.24,-98.74
538,GUTH,43,OK,OKM,Logan,330,35.85,-97.48
539,HASK,44,OK,OKM,Muskogee,183,35.75,-95.64
540,HECT,113,OK,OKM,Okmulgee,243,35.84,-96.0
541,HINT,45,OK,OKM,Caddo,493,35.48,-98.48
542,HOBA,46,OK,OKM,Kiowa,473,34.99,-99.05
543,HOLD,134,OK,OKM,Hughes,280,35.07,-96.36
544,HOLL,47,OK,OKM,Harmon,497,34.69,-99.83
545,HOOK,48,OK,OKM,Texas,912,36.86,-101.23
546,HUGO,49,OK,OKM,Choctaw,175,34.03,-95.54
547,IDAB,50,OK,OKM,McCurtain,110,33.83,-94.88
548,INOL,120,OK,OKM,Rogers,190,36.14,-95.45
549,JAYX,51,OK,OKM,Delaware,304,36.48,-94.78
550,KENT,52,OK,OKM,Cimarron,1322,36.83,-102.88
551,KETC,53,OK,OKM,Stephens,341,34.53,-97.76
552,KIN2,133,OK,OKM,Kingfisher,323,35.85,-97.95
553,KING,54,OK,OKM,Kingfisher,319,35.88,-97.91
554,LAHO,55,OK,OKM,Major,396,36.38,-98.11
555,LANE,56,OK,OKM,Atoka,181,34.31,-96.0
556,MADI,57,OK,OKM,Marshall,232,34.04,-96.94
557,MANG,58,OK,OKM,Greer,460,34.84,-99.42
558,MARE,59,OK,OKM,Payne,327,36.06,-97.21
559,MARS,60,OK,OKM,Logan,315,36.12,-97.6
560,MAYR,61,OK,OKM,Woods,555,36.99,-99.01
561,MCAL,62,OK,OKM,Pittsburg,230,34.88,-95.78
562,MEDF,63,OK,OKM,Grant,332,36.79,-97.75
563,MEDI,64,OK,OKM,Comanche,487,34.73,-98.57
564,MIAM,65,OK,OKM,Ottawa,247,36.89,-94.84
565,MINC,66,OK,OKM,Grady,430,35.27,-97.96
566,MRSH,125,OK,OKM,Logan,311,36.12,-97.61
567,MTHE,67,OK,OKM,McCurtain,284,34.31,-94.82
568,NEWK,68,OK,OKM,Kay,366,36.9,-96.91
569,NEWP,123,OK,OKM,Carter,283,34.23,-97.2
570,NINN,109,OK,OKM,Grady,356,34.97,-97.95
571,NORM,69,OK,OKM,Cleveland,360,35.26,-97.48
572,NOWA,70,OK,OKM,Nowata,206,36.74,-95.61
573,NRMN,121,OK,OKM,Cleveland,357,35.24,-97.46
574,OILT,71,OK,OKM,Creek,255,36.03,-96.5
575,OKCE,130,OK,OKM,Oklahoma,355,35.47,-97.46
576,OKCN,128,OK,OKM,Oklahoma,362,35.56,-97.51
577,OKCW,129,OK,OKM,Oklahoma,366,35.47,-97.58
578,OKEM,72,OK,OKM,Okfuskee,263,35.43,-96.26
579,OKMU,73,OK,OKM,Okmulgee,205,35.58,-95.91
580,PAUL,74,OK,OKM,Garvin,291,34.72,-97.23
581,PAWN,75,OK,OKM,Pawnee,283,36.36,-96.77
582,PERK,76,OK,OKM,Payne,292,36.0,-97.05
583,PORT,118,OK,OKM,Wagoner,193,35.83,-95.56
584,PRES,114,OK,OKM,Okmulgee,300,35.72,-95.99
585,PRYO,77,OK,OKM,Mayes,201,36.37,-95.27
586,PUTN,78,OK,OKM,Dewey,589,35.9,-98.96
587,REDR,79,OK,OKM,Noble,293,36.36,-97.15
588,RETR,80,OK,OKM,Washita,538,35.12,-99.36
589,RING,81,OK,OKM,Jefferson,283,34.19,-97.59
590,SALL,82,OK,OKM,Sequoyah,157,35.44,-94.8
591,SEIL,83,OK,OKM,Woodward,545,36.19,-99.04
592,SHAW,84,OK,OKM,Pottawatomie,328,35.36,-96.95
593,SKIA,85,OK,OKM,Osage,282,36.42,-96.04
594,SLAP,86,OK,OKM,Beaver,774,36.6,-100.26
595,SPEN,87,OK,OKM,Oklahoma,373,35.54,-97.34
596,STIG,88,OK,OKM,Haskell,173,35.27,-95.18
597,STIL,89,OK,OKM,Payne,272,36.12,-97.1
598,STUA,90,OK,OKM,Pittsburg,256,34.88,-96.07
599,SULP,91,OK,OKM,Murray,320,34.57,-96.95
600,TAHL,92,OK,OKM,Cherokee,290,35.97,-94.99
601,TALA,138,OK,OKM,Rogers,228,36.57,-95.75
602,TALI,93,OK,OKM,LeFlore,204,34.71,-95.01
603,TIPT,94,OK,OKM,Tillman,387,34.44,-99.14
604,TISH,95,OK,OKM,Johnston,268,34.33,-96.68
605,TULL,96,OK,OKM,Wagoner,189,35.84,-95.41
606,TULN,137,OK,OKM,Tulsa,209,36.2,-95.94
607,VALL,140,OK,OKM,McCurtain,120,33.94,-95.11
608,VANO,115,OK,OKM,Pontotoc,320,34.79,-96.84
609,VINI,97,OK,OKM,Craig,236,36.78,-95.22
610,WAL2,136,OK,OKM,Cotton,323,34.4,-98.35
611,WALT,98,OK,OKM,Cotton,308,34.36,-98.32
612,WASH,99,OK,OKM,McClain,345,34.98,-97.52
613,WATO,100,OK,OKM,Blaine,517,35.84,-98.53
614,WAUR,101,OK,OKM,Jefferson,283,34.17,-97.99
615,WEAT,102,OK,OKM,Custer,538,35.51,-98.78
616,WEBB,103,OK,OKM,Muskogee,145,35.47,-95.13
617,WEBR,132,OK,OKM,Muskogee,145,35.49,-95.12
618,WEST,104,OK,OKM,Adair,348,36.01,-94.64
619,WILB,105,OK,OKM,Latimer,199,34.9,-95.35
620,WIST,106,OK,OKM,LeFlore,143,34.98,-94.69
621,WOOD,107,OK,OKM,Woodward,625,36.42,-99.42
622,WYNO,108,OK,OKM,Osage,269,36.52,-96.34
623,AAMU-JTG,2057,AL,SCAN,Madison,860,34.78,-86.55
624,Abrams,2092,KS,SCAN,Cowley,1194,37.13,-97.09
625,Adams_Ranch_#1,2015,NM,SCAN,Lincoln,6175,34.25,-105.42
626,Alcalde,2172,NM,SCAN,Rio_Arriba,5693,36.09,-106.06
627,Alkali_Mesa,2138,UT,SCAN,San_Juan,6445,37.67,-109.36
628,Allen_Farms,2076,TN,SCAN,Giles,705,35.07,-86.89
629,Ames,2031,IA,SCAN,Boone,1073,42.02,-93.73
630,Aniak,2065,AK,SCAN,Bethel,80,61.58,-159.58
631,Ash_Valley,2214,CA,SCAN,Lassen,5097,41.05,-120.69
632,Beasley_Lake,2032,MS,SCAN,Sunflower,115,33.38,-90.65
633,Beaumont,2207,TX,SCAN,Jefferson,19,30.07,-94.29
634,Blue_Creek,2135,UT,SCAN,Box_Elder,5179,41.94,-112.43
635,Bodie_Hills,2215,CA,SCAN,Mono,7825,38.26,-119.13
636,Bosque_Seco,2067,PR,SCAN,Guanica,541,17.97,-66.87
637,Bragg_Farm,2078,AL,SCAN,Madison,798,34.89,-86.6
638,Broad_Acres,2177,AL,SCAN,Montgomery,269,32.28,-86.05
639,Buckhorn,2216,NV,SCAN,Washoe,3925,40.88,-119.95
640,Buffalo_Jump,2151,UT,SCAN,Rich,6682,41.34,-111.19
641,Bushland_#1,2006,TX,SCAN,Randall,3820,35.17,-102.1
642,Cache_Junction,2136,UT,SCAN,Cache,4425,41.82,-111.98
643,Canyon_Lake,1232,AK,SCAN,Bethel,550,59.42,-161.16
644,Cave_Valley,2161,UT,SCAN,Washington,6273,37.36,-113.12
645,Centralia_Lake,2094,KS,SCAN,Nemaha,1302,39.7,-96.16
646,Charkiln,2145,NV,SCAN,Clark,6683,36.37,-115.82
647,Checkers_Creek,2213,AK,SCAN,Nome,326,65.4,-164.71
648,Chicken_Ridge,2150,UT,SCAN,Morgan,7649,41.33,-111.3
649,Cinnamon_Bay,2124,VI,SCAN,St._John,310,18.35,-64.75
650,Circleville,2125,UT,SCAN,Piute,6120,38.15,-112.25
651,CMRB_LTAR-MO,2195,MO,SCAN,Boone,852,39.23,-92.12
652,Cochora_Ranch,2189,CA,SCAN,San_Luis_Obispo,2697,35.12,-119.6
653,Combate,2066,PR,SCAN,Cabo_Rojo,33,17.98,-67.17
654,Conrad_Ag_Rc,2117,MT,SCAN,Pondera,3706,48.3,-111.92
655,Cook_Farm_Field_D,2198,WA,SCAN,Whitman,2727,46.78,-117.08
656,Corozal,2188,PR,SCAN,Corozal,852,18.32,-66.36
657,CPER,2197,CO,SCAN,Weld,5330,40.82,-104.71
658,Crescent_Lake_#1,2002,MN,SCAN,Sherburne,980,45.42,-93.95
659,Crossroads,2107,NM,SCAN,Lea,4055,33.54,-103.24
660,Cullman-NAHRC,2113,AL,SCAN,Cullman,799,34.19,-86.8
661,Death_Valley_Jct,2190,CA,SCAN,Inyo,2062,36.33,-116.35
662,Dee_River_Ranch,2174,AL,SCAN,Pickens,160,33.11,-88.31
663,Deep_Springs,2187,CA,SCAN,Inyo,5399,37.37,-117.97
664,Desert_Center,2183,CA,SCAN,Riverside,556,33.8,-115.31
665,Dexter,2048,MO,SCAN,Stoddard,305,36.78,-89.93
666,Doe_Ridge,2191,CA,SCAN,Mono,7340,37.63,-118.83
667,Dugway,2167,UT,SCAN,Tooele,4314,40.17,-113.02
668,Eagle_Lake,2192,CA,SCAN,Lassen,5134,40.62,-120.72
669,Eastland,2130,UT,SCAN,San_Juan,6837,37.78,-109.17
670,Eastview_Farm,2077,TN,SCAN,Franklin,1054,35.14,-86.19
671,Elsberry_PMC,2220,MO,SCAN,Lincoln,453,39.15,-90.78
672,Enterprise,2128,UT,SCAN,Iron,5250,37.63,-113.64
673,Ephraim,2126,UT,SCAN,Sanpete,5531,39.37,-111.58
674,Eros_Data_Center,2072,SD,SCAN,Minnehaha,1602,43.74,-96.61
675,Essex,2185,CA,SCAN,San_Bernardino,2644,34.67,-115.17
676,Everglades_ARS,2051,FL,SCAN,Dade,9,25.5,-80.55
677,Ford_Dry_Lake,2184,CA,SCAN,Riverside,394,33.65,-115.1
678,Fort_Assiniboine_#1,2019,MT,SCAN,Hill,2710,48.48,-109.8
679,Fort_Reno_#1,2022,OK,SCAN,Canadian,1400,35.55,-98.02
680,Fortuna,2122,PR,SCAN,Juana_Diaz,93,18.03,-66.53
681,French_Gulch,2218,CA,SCAN,Shasta,3704,40.79,-122.55
682,Geneva_#1,2011,NY,SCAN,Ontario,725,42.88,-77.03
683,Glacial_Ridge,2050,MN,SCAN,Polk,1125,47.72,-96.27
684,Goodwin_Ck_Pasture,2024,MS,SCAN,Panola,320,34.25,-89.87
685,Goodwin_Ck_Timber,2025,MS,SCAN,Panola,320,34.23,-89.9
686,Goshute,2165,UT,SCAN,Tooele,5487,39.99,-114.0
687,Grantsville,2152,UT,SCAN,Tooele,4337,40.59,-112.39
688,Green_River,2131,UT,SCAN,Emery,4103,39.02,-110.16
689,Grouse_Creek,2160,UT,SCAN,Box_Elder,5835,41.78,-113.82
690,Guilarte_Forest,2045,PR,SCAN,Adjuntas,3345,18.15,-66.77
691,Hals_Canyon,2164,UT,SCAN,Millard,5260,38.59,-113.75
692,Harms_Way,2166,UT,SCAN,San_Juan,7055,38.31,-109.24
693,Hayford_Peak,2143,NV,SCAN,Clark,9870,36.66,-115.2
694,Hodges,2055,AL,SCAN,Marshall,730,34.45,-86.15
695,Holden,2127,UT,SCAN,Millard,4745,39.19,-112.4
696,Hozatka_Lake,2210,AK,SCAN,Yukon-koyukuk,206,65.2,-156.63
697,Hubbard_Brook,2069,NH,SCAN,Grafton,1480,43.93,-71.72
698,Innoko_Camp,2211,AK,SCAN,Yukon-koyukuk,83,63.64,-158.03
699,Isabela,2052,PR,SCAN,Isabela,50,18.47,-67.04
700,Isbell_Farms,2173,AL,SCAN,Colbert,603,34.82,-87.99
701,Island_Dairy,2100,HI,SCAN,Hawaii,1160,20.0,-155.29
702,Johnson_Farm,2111,NE,SCAN,Chase,3341,40.37,-101.72
703,Jordan,2121,MT,SCAN,Garfield,2820,47.52,-107.13
704,Jordan_Valley_Cwma,2148,ID,SCAN,Owyhee,4508,42.95,-117.01
705,Jornada_Exp_Range,2168,NM,SCAN,Dona_Ana,4360,32.56,-106.7
706,Journagan_Ranch,2194,MO,SCAN,Douglas,1106,37.0,-92.26
707,Kainaliu,2096,HI,SCAN,Hawaii,1364,19.53,-155.93
708,Kanaryagak_Camp,2208,AK,SCAN,Kusilvak,13,61.36,-165.12
709,Kanuti_Lake,2212,AK,SCAN,Yukon-koyukuk,524,66.18,-151.74
710,Kemole_Gulch,2103,HI,SCAN,Hawaii,4163,19.91,-155.59
711,Kingsville,2206,TX,SCAN,Kleberg,67,27.55,-97.88
712,Knox_City,2201,TX,SCAN,Knox,1448,33.45,-99.87
713,Koptis_Farms,2180,AL,SCAN,Baldwin,135,30.52,-87.7
714,Kukuihaele,2097,HI,SCAN,Hawaii,947,20.1,-155.51
715,Ku-Nesa,2147,KS,SCAN,Jefferson,1102,39.05,-95.19
716,Kyle_Canyon,2141,NV,SCAN,Clark,7046,36.27,-115.61
717,Lehman,2106,TX,SCAN,Cochran,3767,33.63,-102.75
718,Levelland,2105,TX,SCAN,Hockley,3510,33.55,-102.37
719,Lind_#1,2021,WA,SCAN,Adams,1640,47.0,-118.57
720,Lindsay,581,MT,SCAN,Dawson,2871,47.21,-105.19
721,Little_Red_Fox,2155,UT,SCAN,Duchesne,5395,40.18,-110.3
722,Little_River,2027,GA,SCAN,Tift,350,31.5,-83.55
723,Livingston-UWA,2114,AL,SCAN,Sumter,144,32.61,-88.2
